Datetime,Open,High,Low,Close,Volume
2025-04-15 04:30:00,1.3410,1.3050,1.2600,1.3420,6700
2025-04-15 04:45:00,1.3420,1.3050,1.2600,1.3430,6750
2025-04-15 05:00:00,1.3430,1.3050,1.2600,1.3440,6800
2025-04-15 05:15:00,1.3440,1.3050,1.2600,1.3450,6850
2025-04-15 05:30:00,1.3450,1.3050,1.2600,1.3460,6900
2025-04-15 05:45:00,1.3460,1.3050,1.2600,1.3470,6950
2025-04-15 06:00:00,1.3470,1.3050,1.2600,1.3480,7000
2025-04-15 06:15:00,1.3480,1.3050,1.2600,1.3490,7050
2025-04-15 06:30:00,1.3490,1.3050,1.2600,1.3500,7100
2025-04-15 06:45:00,1.3500,1.3050,1.2600,1.3510,7150
2025-04-15 07:00:00,1.3510,1.3050,1.2600,1.3520,7200
2025-04-15 07:15:00,1.3520,1.3050,1.2600,1.3530,7250
2025-04-15 07:30:00,1.3530,1.3050,1.2600,1.3540,7300
2025-04-15 07:45:00,1.3540,1.3050,1.2600,1.3550,7350
2025-04-15 08:00:00,1.3550,1.3050,1.2600,1.3560,7400
2025-04-15 08:15:00,1.3560,1.3050,1.2600,1.3570,7450
2025-04-15 08:30:00,1.3570,1.3050,1.2600,1.3580,7500
2025-04-15 08:45:00,1.3580,1.3050,1.2600,1.3590,7550
2025-04-15 09:00:00,1.3590,1.3050,1.2600,1.3600,7600
2025-04-15 09:15:00,1.3600,1.3050,1.2600,1.3610,7650
2025-04-15 09:30:00,1.3610,1.3050,1.2600,1.3620,7700
2025-04-15 09:45:00,1.3620,1.3050,1.2600,1.3630,7750
2025-04-15 10:00:00,1.3630,1.3050,1.2600,1.3640,7800
2025-04-15 10:15:00,1.3640,1.3050,1.2600,1.3650,7850
2025-04-15 10:30:00,1.3650,1.3050,1.2600,1.3660,7900
2025-04-15 10:45:00,1.3660,1.3050,1.2600,1.3670,7950
2025-04-15 11:00:00,1.3670,1.3050,1.2600,1.3680,8000
2025-04-15 11:15:00,1.3680,1.3050,1.2600,1.3690,8050
2025-04-15 11:30:00,1.3690,1.3050,1.2600,1.3700,8100
2025-04-15 11:45:00,1.3700,1.3050,1.2600,1.3710,8150
2025-04-15 12:00:00,1.3710,1.3050,1.2600,1.3720,8200
2025-04-15 12:15:00,1.3720,1.3050,1.2600,1.3730,8250
2025-04-15 12:30:00,1.3730,1.3050,1.2600,1.3740,8300
2025-04-15 12:45:00,1.3740,1.3050,1.2600,1.3750,8350
2025-04-15 13:00:00,1.3750,1.3050,1.2600,1.3760,8400
2025-04-15 13:15:00,1.3760,1.3050,1.2600,1.3770,8450
2025-04-15 13:30:00,1.3770,1.3050,1.2600,1.3780,8500
2025-04-15 13:45:00,1.3780,1.3050,1.2600,1.3790,8550
2025-04-15 14:00:00,1.3790,1.3050,1.2600,1.3800,8600
2025-04-15 14:15:00,1.3800,1.3050,1.2600,1.3810,8650
2025-04-15 14:30:00,1.3810,1.3050,1.2600,1.3820,8700
2025-04-15 14:45:00,1.3820,1.3050,1.2600,1.3830,8750
2025-04-15 15:00:00,1.3830,1.3050,1.2600,1.3840,8800
2025-04-15 15:15:00,1.3840,1.3050,1.2600,1.3850,8850
2025-04-15 15:30:00,1.3850,1.3050,1.2600,1.3860,8900
2025-04-15 15:45:00,1.3860,1.3050,1.2600,1.3870,8950
2025-04-15 16:00:00,1.3870,1.3050,1.2600,1.3880,9000
2025-04-15 16:15:00,1.3880,1.3050,1.2600,1.3890,9050
2025-04-15 16:30:00,1.3890,1.3050,1.2600,1.3900,9100
2025-04-15 16:45:00,1.3900,1.3050,1.2600,1.3910,9150
2025-04-15 17:00:00,1.3910,1.3050,1.2600,1.3920,9200
2025-04-15 17:15:00,1.3920,1.3050,1.2600,1.3930,9250
2025-04-15 17:30:00,1.3930,1.3050,1.2600,1.3940,9300
2025-04-15 17:45:00,1.3940,1.3050,1.2600,1.3950,9350
2025-04-15 18:00:00,1.3950,1.3050,1.2600,1.3960,9400
2025-04-15 18:15:00,1.3960,1.3050,1.2600,1.3970,9450
2025-04-15 18:30:00,1.3970,1.3050,1.2600,1.3980,9500
2025-04-15 18:45:00,1.3980,1.3050,1.2600,1.3990,9550
2025-04-15 19:00:00,1.3990,1.3050,1.2600,1.4000,9600
2025-04-15 19:15:00,1.4000,1.3050,1.2600,1.4010,9650
2025-04-15 19:30:00,1.4010,1.3050,1.2600,1.4020,9700
2025-04-15 19:45:00,1.4020,1.3050,1.2600,1.4030,9750
2025-04-15 20:00:00,1.4030,1.3050,1.2600,1.4040,9800
2025-04-15 20:15:00,1.4040,1.3050,1.2600,1.4050,9850
2025-04-15 20:30:00,1.4050,1.3050,1.2600,1.4060,9900
2025-04-15 20:45:00,1.4060,1.3050,1.2600,1.4070,9950
2025-04-15 21:00:00,1.4070,1.3050,1.2600,1.4080,10000
2025-04-15 21:15:00,1.4080,1.3050,1.2600,1.4090,10050
2025-04-15 21:30:00,1.4090,1.3050,1.2600,1.4100,10100
2025-04-15 21:45:00,1.4100,1.3050,1.2600,1.4110,10150
2025-04-15 22:00:00,1.4110,1.3050,1.2600,1.4120,10200
2025-04-15 22:15:00,1.4120,1.3050,1.2600,1.4130,10250
2025-04-15 22:30:00,1.4130,1.3050,1.2600,1.4140,10300
2025-04-15 22:45:00,1.4140,1.3050,1.2600,1.4150,10350
2025-04-15 23:00:00,1.4150,1.3050,1.2600,1.4160,10400
2025-04-15 23:15:00,1.4160,1.3050,1.2600,1.4170,10450
2025-04-15 23:30:00,1.4170,1.3050,1.2600,1.4180,10500
2025-04-15 23:45:00,1.4180,1.3050,1.2600,1.4190,10550
